"","Species","CommonName","TaxonomicGrouping","FilterRegion","FilterSubRegion","ManagementBody","ManagementPlan","DistributionProjectName"
"560","Stenotomus chrysops","Scup","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Northeast US","ASMFC","Summer Flounder, Scup and Black Sea Bass","NMFS/Rutgers IDW Interpolation"
"561","Stenotomus chrysops","Scup","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Northeast US","MAFMC","Summer Flounder, Scup and Black Sea Bass","NMFS/Rutgers IDW Interpolation"
"562","Synodus foetens","Inshore lizardfish","Aulopiformes (Grinners, lizardfish)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"563","Tautogolabrus adspersus","Cunner","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"564","Trachurus lathami","Rough scad","Carangiformes (Jacks)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"565","Trichiurus lepturus","Atlantic cutlassfish","Scombriformes (Mackerels)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"566","Urophycis chuss","Red hake","Gadiformes (Cods, genadiers, pollock)","US East Coast","Northeast US","NEFMC","Northeast Multispecies","NMFS/Rutgers IDW Interpolation"
"567","Urophycis regia","Spotted hake","Gadiformes (Cods, genadiers, pollock)","US East Coast","Northeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"568","Urophycis tenuis","White hake","Gadiformes (Cods, genadiers, pollock)","US East Coast","Northeast US","NEFMC","Northeast Multispecies","NMFS/Rutgers IDW Interpolation"
"569","Crangon septemspinosa","Sevenspine bay shrimp","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"570","Etropus microstomus","Smallmouth flounder","Pleuronectiformes (Flatfishes)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"571","Lebbeus polaris","Polar lebbeid","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"572","Menidia menidia","Atlantic silverside","Atheriniformes (Silversides)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"573","Acanthostracion quadricornis","Scrawled cowfish","Tetraodontiformes (puffers and filefishes)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"574","Aetobatus narinari","Spotted eagle ray","Elasmobranchii: Batoidea (skates, rays)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"575","Alosa aestivalis","Blueback herring","Clupeiformes (Herrings, anchovy, shad)","US East Coast","Southeast US","ASMFC","Interstate Fishery Management Plan","Not for IDW"
"576","Aluterus schoepfii","Orange filefish","Tetraodontiformes (puffers and filefishes)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"577","Ancylopsetta quadrocellata","Ocellated flounder","Pleuronectiformes (Flatfishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"578","Archosargus probatocephalus","Sheepshead","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"579","Arenaeus cribrarius","Speckled swimming crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"580","Ariopsis felis","Hardhead catfish","Siluriformes (catfishes)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"581","Bagre marinus","Gafftopsail catfish","Siluriformes (catfishes)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"582","Bairdiella chrysoura","Silver perch","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"583","Brevoortia smithi","Yellowfin menhaden","Clupeiformes (Herrings, anchovy, shad)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"584","Brevoortia tyrannus","Atlantic menhaden","Clupeiformes (Herrings, anchovy, shad)","US East Coast","Southeast US","ASMFC","Interstate Fishery Management Plan","NMFS/Rutgers IDW Interpolation"
"585","Calamus leucosteus","Whitebone porgy","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"586","Calappa flammea","Flame box crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"587","Callinectes ornatus","Shelling crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"588","Callinectes sapidus","Blue crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"589","Callinectes similis","Lesser blue crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"590","Caranx crysos","Blue runner","Carangiformes (Jacks)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"591","Caranx hippos","Crevalle jack","Carangiformes (Jacks)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"592","Carcharhinus acronotus","Blacknose shark","Elasmobranchii: Selachii (sharks)","US East Coast","Southeast US","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","Not for IDW"
"593","Carcharhinus limbatus","Blacktip shark","Elasmobranchii: Selachii (sharks)","US East Coast","Southeast US","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","Not for IDW"
"594","Centropristis philadelphica","Rock sea bass","Perciformes/Serranoidei (Groupers)","US East Coast","Southeast US","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","NMFS/Rutgers IDW Interpolation"
"595","Centropristis striata","Black sea bass","Perciformes/Serranoidei (Groupers)","US East Coast","Southeast US","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","NMFS/Rutgers IDW Interpolation"
"596","Chaetodipterus faber","Atlantic spadefish","Acanthuriformes (Surgeonfishes)","US East Coast","Southeast US","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","NMFS/Rutgers IDW Interpolation"
"597","Chilomycterus schoepfii","Striped burrfish","Tetraodontiformes (puffers and filefishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"598","Chloroscombrus chrysurus","Atlantic bumper","Carangiformes (Jacks)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"599","Citharichthys macrops","Spotted whiff","Pleuronectiformes (Flatfishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"600","Citharichthys spilopterus","Bay whiff","Pleuronectiformes (Flatfishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"601","Cynoscion nebulosus","Spotted weakfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"602","Cynoscion nothus","Silver seatrout","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"603","Cynoscion regalis","Weakfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US","ASMFC","Interstate Fishery Management Plan","NMFS/Rutgers IDW Interpolation"
"604","Cynoscion regalis","Weakfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","NMFS/Rutgers IDW Interpolation"
"605","Decapterus punctatus","Round scad","Carangiformes (Jacks)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"606","Diplectrum formosum","Sand perch","Perciformes/Serranoidei (Groupers)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"607","Echeneis naucrates","Sharksucker","Carangiformes (Jacks)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"608","Etropus crossotus","Fringed flounder","Pleuronectiformes (Flatfishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"609","Etropus cyclosquamus","Shelf flounder","Pleuronectiformes (Flatfishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"610","Gibbesia neglecta","Lesser mantis shrimp","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"611","Gymnachirus melas","Naked sole","Pleuronectiformes (Flatfishes)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"612","Gymnura altavela","Spiny butterfly ray","Elasmobranchii: Batoidea (skates, rays)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"613","Gymnura micrura","Smooth butterfly ray","Elasmobranchii: Batoidea (skates, rays)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"614","Harengula jaguana","Scaled sardine","Clupeiformes (Herrings, anchovy, shad)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"615","Hepatus epheliticus","Calico box crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"616","Hippocampus erectus","Lined seahorse","Syngnathiformes (Seahorses)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"617","Lagocephalus laevigatus","Smooth puffer","Tetraodontiformes (puffers and filefishes)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"618","Lagodon rhomboides","Pinfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"619","Larimus fasciatus","Banded drum","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"620","Leiostomus xanthurus","Spot","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US","ASMFC","Interstate Fishery Management Plan","NMFS/Rutgers IDW Interpolation"
"621","Limulus polyphemus","Horseshoe crab","Xiphosura (horseshoe crabs)","US East Coast","Southeast US","ASMFC","Interstate Fishery Management Plan","Not for IDW"
"622","Lolliguncula brevis","Atlantic brief squid","Cephalopoda (squid, octopus)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"623","Lutjanus synagris","Lane snapper","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"624","Menippe mercenaria","Florida stone crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"625","Menticirrhus americanus","Southern kingfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"626","Menticirrhus littoralis","Gulf kingfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"627","Menticirrhus saxatilis","Northern kingfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"628","Micropogonias undulatus","Atlantic croaker","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US","ASMFC","Interstate Fishery Management Plan","NMFS/Rutgers IDW Interpolation"
"629","Mobula hypostoma","Devil ray","Elasmobranchii: Batoidea (skates, rays)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"630","Mugil curema","White mullet","Mugiliformes (Mullets)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"631","Myliobatis freminvillei","Bullnose eagle ray","Elasmobranchii: Batoidea (skates, rays)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"632","Narcine brasiliensis","Brazilian electric ray","Elasmobranchii: Batoidea (skates, rays)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"633","Octopus vulgaris","Common octopus","Cephalopoda (squid, octopus)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"634","Ogcocephalus cubifrons",NA,"Lophiiformes (Anglerfishes)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"635","Ogcocephalus rostellum","Palefin batfish","Lophiiformes (Anglerfishes)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"636","Opisthonema oglinum","Atlantic thread herring","Clupeiformes (Herrings, anchovy, shad)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"637","Orthopristis chrysoptera","Pigfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"638","Ovalipes ocellatus","Ocellate lady crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"639","Ovalipes stephensoni","Coarsehand lady crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"640","Pagurus longicarpus","Longwrist hermit crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"641","Pagurus pollicaris","Gray hermit crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"642","Paralichthys albigutta","Gulf flounder","Pleuronectiformes (Flatfishes)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"643","Paralichthys dentatus","Summer flounder","Pleuronectiformes (Flatfishes)","US East Coast","Southeast US","ASMFC","Summer Flounder, Scup and Black Sea Bass","NMFS/Rutgers IDW Interpolation"
"644","Paralichthys dentatus","Summer flounder","Pleuronectiformes (Flatfishes)","US East Coast","Southeast US","MAFMC","Summer Flounder, Scup and Black Sea Bass","NMFS/Rutgers IDW Interpolation"
"645","Paralichthys lethostigma","Southern flounder","Pleuronectiformes (Flatfishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"646","Peprilus paru","Harvestfish","Scombriformes (Mackerels)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"647","Peprilus triacanthus","American butterfish","Scombriformes (Mackerels)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"648","Persephona mediterranea","Mottled purse crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"649","Pilumnus sayi","Spineback hairy crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"650","Pogonias cromis","Black drum","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US","ASMFC","Interstate Fishery Management Plan","Not for IDW"
"651","Pomatomus saltatrix","Bluefish","Scombriformes (Mackerels)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"652","Porcellana sigsbeiana","Striped porcelain crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"653","Portunus sayi","Sargassum swimming crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"654","Prionotus carolinus","Northern searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"655","Prionotus evolans","Striped searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"656","Prionotus rubio","Blackwing searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"657","Prionotus scitulus","Leopard searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"658","Prionotus tribulus","Bighead searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"659","Rachycentron canadum","Cobia","Carangiformes (Jacks)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"660","Rhinoptera bonasus","Cownose ray","Elasmobranchii: Batoidea (skates, rays)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"661","Rhizoprionodon terraenovae","Atlantic sharpnose shark","Elasmobranchii: Selachii (sharks)","US East Coast","Southeast US","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","NMFS/Rutgers IDW Interpolation"
"662","Rimapenaeus constrictus","Roughneck shrimp","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"663","Sardinella aurita","Spanish sardine","Clupeiformes (Herrings, anchovy, shad)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"664","Scomberomorus cavalla","King mackerel","Scombriformes (Mackerels)","US East Coast","Southeast US","GMFMC","Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic","NMFS/Rutgers IDW Interpolation"
"665","Scomberomorus cavalla","King mackerel","Scombriformes (Mackerels)","US East Coast","Southeast US","SAFMC","Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic","NMFS/Rutgers IDW Interpolation"
"666","Scomberomorus maculatus","Spanish mackerel","Scombriformes (Mackerels)","US East Coast","Southeast US","ASMFC","Interstate Fishery Management Plan","NMFS/Rutgers IDW Interpolation"
"667","Scomberomorus maculatus","Spanish mackerel","Scombriformes (Mackerels)","US East Coast","Southeast US","GMFMC","Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic","NMFS/Rutgers IDW Interpolation"
"668","Scomberomorus maculatus","Spanish mackerel","Scombriformes (Mackerels)","US East Coast","Southeast US","SAFMC","Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic","NMFS/Rutgers IDW Interpolation"
"669","Scophthalmus aquosus","Windowpane flounder","Pleuronectiformes (Flatfishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"670","Selene setapinnis","Atlantic moonfish","Carangiformes (Jacks)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"671","Selene vomer","Lookdown","Carangiformes (Jacks)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"672","Sphoeroides maculatus","Northern puffer","Tetraodontiformes (puffers and filefishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"673","Sphyraena guachancho","Guachanche barracuda","Carangaria/misc (barracuda, threadfins)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"674","Sphyrna lewini","Scalloped hammerhead","Elasmobranchii: Selachii (sharks)","US East Coast","Southeast US","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","Not for IDW"
"675","Sphyrna tiburo","Bonnethead","Elasmobranchii: Selachii (sharks)","US East Coast","Southeast US","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","NMFS/Rutgers IDW Interpolation"
"676","Squilla empusa","Mantis shrimp","Stomatopoda (mantis shrimp)","US East Coast","Southeast US","SAFMC","Shrimp Fishery of the South Atlantic Region","NMFS/Rutgers IDW Interpolation"
"677","Stellifer lanceolatus","Star drum","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"678","Stephanolepis hispida","Planehead filefish","Tetraodontiformes (puffers and filefishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"679","Stomolophus meleagris","Cannonball jellyfish","Cnidaria (jellyfish, corals, anenomes)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"680","Syacium papillosum","Dusky flounder","Pleuronectiformes (Flatfishes)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"681","Symphurus plagiusa","Blackcheek tonguefish","Pleuronectiformes (Flatfishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"682","Synodus foetens","Inshore lizardfish","Aulopiformes (Grinners, lizardfish)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"683","Trachinotus carolinus","Florida pompano","Carangiformes (Jacks)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"684","Trichiurus lepturus","Atlantic cutlassfish","Scombriformes (Mackerels)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"685","Trinectes maculatus","Hogchoker","Pleuronectiformes (Flatfishes)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"686","Urophycis earllii","Carolina hake","Gadiformes (Cods, genadiers, pollock)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"687","Xiphopenaeus kroyeri","Atlantic seabob","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"688","Cancer irroratus","Atlantic rock crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"689","Mustelus canis","Smooth dogfish","Elasmobranchii: Selachii (sharks)","US East Coast","Southeast US","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","Not for IDW"
"690","Oligoplites saurus","Leatherjacket","Carangiformes (Jacks)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"691","Ophidion marginatum","Striped cusk-eel","Ophidiiformes (Cusk eels)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"692","Sicyonia brevirostris","Brown rock shrimp","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US","SAFMC","Shrimp Fishery of the South Atlantic Region","Not for IDW"
"693","Squalus acanthias","Spiny dogfish","Elasmobranchii: Selachii (sharks)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"694","Syngnathus louisianae","Chain pipefish","Syngnathiformes (Seahorses)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"695","Trachurus lathami","Rough scad","Carangiformes (Jacks)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"696","Upeneus parvus","Dwarf goatfish","Mulliformes (Goatfishes)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"697","Urophycis floridana","Southern hake","Gadiformes (Cods, genadiers, pollock)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"698","Urophycis regia","Spotted hake","Gadiformes (Cods, genadiers, pollock)","US East Coast","Southeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"699","Alectis ciliaris","African pompano","Carangiformes (Jacks)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"700","Carcharhinus brevipinna","Spinner shark","Elasmobranchii: Selachii (sharks)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"701","Gobiosoma bosc","Naked goby","Gobiiformes (Gobies)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"702","Haemulon aurolineatum","Tomtate grunt","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"703","Hypleurochilus geminatus","Crested blenny","Blenniiformes (Blennies)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"704","Opsanus tau","Oyster toadfish","Batrachoidiformes (Toadfishes)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"705","Paralichthys squamilentus","Broad flounder","Pleuronectiformes (Flatfishes)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"706","Petrochirus diogenes","Giant hermit","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"707","Porichthys plectrodon","Atlantic midshipman","Batrachoidiformes (Toadfishes)","US East Coast","Southeast US",NA,NA,"Not for IDW"
"708","Albatrossia pectoralis","Giant grenadier","Gadiformes (Cods, genadiers, pollock)","US West Coast","West Coast","PFMC","Pacific Coast Groundfish","NMFS/Rutgers IDW Interpolation"
"709","Alepocephalus tenebrosus","California slickhead","Alepocephaliformes (Slickheads and tubeshoulders.)","US West Coast","West Coast",NA,NA,"NMFS/Rutgers IDW Interpolation"
"710","Alosa sapidissima","American shad","Clupeiformes (Herrings, anchovy, shad)","US West Coast","West Coast",NA,NA,"NMFS/Rutgers IDW Interpolation"
"711","Ampheraster marianus","Mariana's island star","Asteroidea (starfishes)","US West Coast","West Coast",NA,NA,"Not for IDW"
"712","Anoplopoma fimbria","Sablefish","Perciformes/Cottoidei (sculpins)","US West Coast","West Coast","PFMC","Pacific Coast Groundfish","NMFS/Rutgers IDW Interpolation"
"713","Anthopleura xanthogrammica","Giant green anemone","Cnidaria (jellyfish, corals, anenomes)","US West Coast","West Coast",NA,NA,"Not for IDW"
"714","Anthoptilum grandiflorum","Feather boa sea pen","Cnidaria (jellyfish, corals, anenomes)","US West Coast","West Coast",NA,NA,"NMFS/Rutgers IDW Interpolation"
"715","Antimora microlepis","Finescale mora","Gadiformes (Cods, genadiers, pollock)","US West Coast","West Coast","PFMC","Pacific Coast Groundfish","NMFS/Rutgers IDW Interpolation"
"716","Aphrocallistes vastus","Cloud sponge","Porifera (sponges)","US West Coast","West Coast",NA,NA,"Not for IDW"
"717","Apristurus brunneus","Brown catshark","Elasmobranchii: Selachii (sharks)","US West Coast","West Coast",NA,NA,"NMFS/Rutgers IDW Interpolation"
"718","Astropecten californicus","California sand star","Asteroidea (starfishes)","US West Coast","West Coast",NA,NA,"Not for IDW"
"719","Astropecten articulatus","Royal sea star","Asteroidea (starfishes)","Gulf of Mexico","Gulf of Mexico",NA,NA,"Not for IDW"
"720","Astropecten cingulatus",NA,"Asteroidea (starfishes)","Gulf of Mexico","Gulf of Mexico",NA,NA,"NMFS/Rutgers IDW Interpolation"
"721","Astropecten duplicatus","Two-spined star fish","Asteroidea (starfishes)","Gulf of Mexico","Gulf of Mexico",NA,NA,"NMFS/Rutgers IDW Interpolation"
"722","Astropecten karankawai",NA,"Asteroidea (starfishes)","Gulf of Mexico","Gulf of Mexico",NA,NA,"Not for IDW"
"723","Astropecten mcedwardi",NA,"Asteroidea (starfishes)","Gulf of Mexico","Gulf of Mexico",NA,NA,"Not for IDW"
"724","Atheresthes stomias","Arrowtooth flounder","Pleuronectiformes (Flatfishes)","US West Coast","West Coast","PFMC","Pacific Coast Groundfish","NMFS/Rutgers IDW Interpolation"
"725","Bathyagonus nigripinnis","Blackfin poacher","Perciformes/Cottoidei (sculpins)","US West Coast","West Coast",NA,NA,"Not for IDW"
"726","Bathybembix bairdii",NA,"Gastropoda (sea snails and slugs)","US West Coast","West Coast",NA,NA,"NMFS/Rutgers IDW Interpolation"
"727","Bothrocara brunneum","Twoline eelpout","Perciformes/Zoarcoidei (Eelpouts and pricklebacks)","US West Coast","West Coast",NA,NA,"NMFS/Rutgers IDW Interpolation"
"728","Brisaster latifrons","Northern heart urchin","Echinoidea (sea urchins, sand dollars)","US West Coast","West Coast",NA,NA,"NMFS/Rutgers IDW Interpolation"
"729","Brissopsis pacifica","Pacific heart urchin","Echinoidea (sea urchins, sand dollars)","US West Coast","West Coast",NA,NA,"Not for IDW"
"730","Cancer productus","Red rock crab","Decapoda (Crabs/Lobster/Shrimp)","US West Coast","West Coast",NA,NA,"Not for IDW"
"731","Careproctus melanurus","Blacktail snailfish","Perciformes/Cottoidei (sculpins)","US West Coast","West Coast",NA,NA,"NMFS/Rutgers IDW Interpolation"
"732","Chauliodus macouni","Pacific viperfish","Stomiiformes (Lightfishes and dragonfishes)","US West Coast","West Coast",NA,NA,"NMFS/Rutgers IDW Interpolation"
"733","Chionoecetes tanneri","Grooved tanner crab","Decapoda (Crabs/Lobster/Shrimp)","US West Coast","West Coast",NA,NA,"NMFS/Rutgers IDW Interpolation"
