"","X","Species","CommonName","TaxonomicGrouping","FilterRegion","FilterSubRegion","ManagementBody","ManagementPlan","DistributionProjectName"
"346",346,"Pleuronectes quadrituberculatus","Alaska plaice","Pleuronectiformes (Flatfishes) ","Alaska","Northern Bering Sea","","","NMFS/Rutgers IDW Interpolation"
"347",347,"Podothecus accipenserinus","Sturgeon poacher","Perciformes/Cottoidei (sculpins)","Alaska","Northern Bering Sea","","","NMFS/Rutgers IDW Interpolation"
"348",348,"Podothecus veternus","Veteran poacher","Perciformes/Cottoidei (sculpins)","Alaska","Northern Bering Sea","","","NMFS/Rutgers IDW Interpolation"
"349",349,"Psolus fabricii","Scarlet psolus","Holothuroidea (sea cucumbers)","Alaska","Northern Bering Sea","","","Not for IDW"
"350",350,"Pteraster obscurus","Obscure cushion star","Asteroidea (starfishes) ","Alaska","Northern Bering Sea","","","Not for IDW"
"351",351,"Sclerocrangon boreas","Sculptured shrimp","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Northern Bering Sea","","","Not for IDW"
"352",352,"Serripes notabilis","Oblique smoothcockle","Bivalvia (clams, muscles, oyster, arks, etc)","Alaska","Northern Bering Sea","","","Not for IDW"
"353",353,"Strongylocentrotus droebachiensis","Green sea urchin","Echinoidea (sea urchins, sand dollars) ","Alaska","Northern Bering Sea","","","Not for IDW"
"354",354,"Styela rustica","Sea potato","Tunicata (sea squirts, tunicates, salps) ","Alaska","Northern Bering Sea","","","Not for IDW"
"355",355,"Telmessus cheiragonus","Helmet crab","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Northern Bering Sea","","","NMFS/Rutgers IDW Interpolation"
"356",356,"Triglops pingelii","Ribbed sculpin","Perciformes/Cottoidei (sculpins)","Alaska","Northern Bering Sea","","","NMFS/Rutgers IDW Interpolation"
"357",357,"Tritonia festiva","Diamondback tritonia","Gastropoda (sea snails and slugs)","Alaska","Northern Bering Sea","","","Not for IDW"
"358",358,"Acanthostracion quadricornis","Scrawled cowfish","Tetraodontiformes (puffers and filefishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"359",359,"Achelous gibbesii","Iridescent swimming crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"360",360,"Achelous ordwayi","Silvery-clawed swimming crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"361",361,"Achelous spinicarpus","Longspine swimming crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"362",362,"Achelous spinimanus","Blotched swimming crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"363",363,"Aluterus heudelotii","Dotterel filefish","Tetraodontiformes (puffers and filefishes)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"364",364,"Aluterus schoepfii","Orange filefish","Tetraodontiformes (puffers and filefishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"365",365,"Anadara secernenda","Skewed ark","Bivalvia (clams, muscles, oyster, arks, etc)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"366",366,"Anasimus latus","Stilt spider crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"367",367,"Anchoa hepsetus","Striped anchovy","Clupeiformes (Herrings, anchovy, shad)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"368",368,"Anchoa mitchilli","Bay anchovy","Clupeiformes (Herrings, anchovy, shad)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"369",369,"Ancylopsetta dilecta","Three-eye flounder","Pleuronectiformes (Flatfishes) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"370",370,"Ancylopsetta quadrocellata","Ocellated flounder","Pleuronectiformes (Flatfishes) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"371",371,"Apogon pseudomaculatus","Twospot cardinalfish","Kurtiformes (Nurseryfishes, cardinalfishes.)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"372",372,"Apogon quadrisquamatus","Sawcheek cardinalfish","Kurtiformes (Nurseryfishes, cardinalfishes.)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"373",373,"Arbacia punctulata","Purple-spined sea urchin","Echinoidea (sea urchins, sand dollars) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"374",374,"Argopecten gibbus","Calico scallop","Bivalvia (clams, muscles, oyster, arks, etc)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"375",375,"Ariopsis felis","Hardhead catfish","Siluriformes (catfishes)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"376",376,"Balistes capriscus","Gray triggerfish","Tetraodontiformes (puffers and filefishes)","Gulf of Mexico","Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","NMFS/Rutgers IDW Interpolation"
"377",377,"Bellator militaris","Horned searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"378",378,"Bollmannia communis","Ragged goby","Gobiiformes (Gobies)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"379",379,"Bothus robinsi","Twospot flounder","Pleuronectiformes (Flatfishes) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"380",380,"Brevoortia patronus","Gulf menhaden","Clupeiformes (Herrings, anchovy, shad)","Gulf of Mexico","Gulf of Mexico","GSMFC","Gulf Menhaden Fishery Regional Management Plan","Not for IDW"
"381",381,"Brotula barbata","Bearded brotula","Ophidiiformes (Cusk eels) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"382",382,"Calamus arctifrons","Grass porgy","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"383",383,"Calamus nodosus","Knobbed porgy","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"384",384,"Calamus proridens","Littlehead porgy","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"385",385,"Calappa flammea","Flame box crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"386",386,"Calappa sulcata","Yellow box crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"387",387,"Callinectes sapidus","Blue crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","GSMFC","Interstate Fishery Management Plan ","NMFS/Rutgers IDW Interpolation"
"388",388,"Callinectes similis","Lesser blue crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"389",389,"Centropristis ocyurus","Bank sea bass","Perciformes/Serranoidei (Groupers)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"390",390,"Centropristis philadelphica","Rock sea bass","Perciformes/Serranoidei (Groupers)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"391",391,"Chaetodipterus faber","Atlantic spadefish","Acanthuriformes (Surgeonfishes)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"392",392,"Chaetodon ocellatus","Spotfin butterflyfish","Acanthuriformes (Surgeonfishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"393",393,"Chaetodon sedentarius","Reef butterflyfish","Acanthuriformes (Surgeonfishes)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"394",394,"Chilomycterus schoepfii","Striped burrfish","Tetraodontiformes (puffers and filefishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"395",395,"Chloroscombrus chrysurus","Atlantic bumper","Carangiformes (Jacks)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"396",396,"Chrysaora quinquecirrha","Sea nettle","Cnidaria (jellyfish, corals, anenomes) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"397",397,"Citharichthys macrops","Spotted whiff","Pleuronectiformes (Flatfishes) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"398",398,"Citharichthys spilopterus","Bay whiff","Pleuronectiformes (Flatfishes) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"399",399,"Coryrhynchus sidneyi","Shortfinger neck crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"400",400,"Cyclopsetta chittendeni","Mexican flounder","Pleuronectiformes (Flatfishes) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"401",401,"Cyclopsetta fimbriata","Spotfin flounder","Pleuronectiformes (Flatfishes) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"402",402,"Cynoscion arenarius","Sand weakfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","GSMFC","Interstate Fishery Management Plan ","NMFS/Rutgers IDW Interpolation"
"403",403,"Cynoscion nothus","Silver seatrout","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","GSMFC","Interstate Fishery Management Plan ","NMFS/Rutgers IDW Interpolation"
"404",404,"Decapterus punctatus","Round scad","Carangiformes (Jacks)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"405",405,"Diplectrum bivittatum","Dwarf sand perch","Perciformes/Serranoidei (Groupers)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"406",406,"Diplectrum formosum","Sand perch","Perciformes/Serranoidei (Groupers)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"407",407,"Doryteuthis sp","Inshore Squid sp.","Cephalopoda (squid, octopus)","Gulf of Mexico","Gulf of Mexico","GMFMC","","NMFS/Rutgers IDW Interpolation"
"408",408,"Echiophis intertinctus","Spotted spoon-nose eel","Anguilliformes (Eels and morays)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"409",409,"Encope aberrans",NA,"Echinoidea (sea urchins, sand dollars) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"410",410,"Engyophrys senta","Spiny flounder","Pleuronectiformes (Flatfishes) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"411",411,"Epinephelus morio","Red grouper","Perciformes/Serranoidei (Groupers)","Gulf of Mexico","Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","NMFS/Rutgers IDW Interpolation"
"412",412,"Eques lanceolatus","Jackknife-fish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"413",413,"Etropus crossotus","Fringed flounder","Pleuronectiformes (Flatfishes) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"414",414,"Etropus rimosus","Gray flounder","Pleuronectiformes (Flatfishes) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"415",415,"Eucidaris tribuloides","Slate pencil urchin","Echinoidea (sea urchins, sand dollars) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"416",416,"Eucinostomus gula","Silver jenny","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"417",417,"Eucinostomus harengulus","Tidewater mojarra","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"418",418,"Euphrosynoplax clausa","Craggy bathyal crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"419",419,"Euvola marensis","Paper scallop","Bivalvia (clams, muscles, oyster, arks, etc)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"420",420,"Euvola raveneli","Round rib scallop","Bivalvia (clams, muscles, oyster, arks, etc)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"421",421,"Fowlerichthys radiosus","Singlespot frogfish","Lophiiformes (Anglerfishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"422",422,"Gastropsetta frontalis","Shrimp flounder","Pleuronectiformes (Flatfishes) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"423",423,"Gymnothorax saxicola","Honeycomb moray","Anguilliformes (Eels and morays)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"424",424,"Haemulon aurolineatum","Tomtate grunt","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"425",425,"Haemulon plumierii","White grunt","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"426",426,"Halieutichthys sp","Batfishes","Lophiiformes (Anglerfishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"427",427,"Harengula jaguana","Scaled sardine","Clupeiformes (Herrings, anchovy, shad)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"428",428,"Hepatus epheliticus","Calico box crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"429",429,"Hippocampus erectus","Lined seahorse","Syngnathiformes (Seahorses)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"430",430,"Holacanthus bermudensis","Blue angelfish","Acanthuriformes (Surgeonfishes)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"431",431,"Iliacantha liodactylus",NA,"Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"432",432,"Kathetostoma albigutta","Lancer stargazer","Perciformes/Uranoscopoidei (Sand dwellers)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"433",433,"Laevicardium mortoni","Yellow eggcockle","Bivalvia (clams, muscles, oyster, arks, etc)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"434",434,"Lagocephalus laevigatus","Smooth puffer","Tetraodontiformes (puffers and filefishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"435",435,"Lagodon rhomboides","Pinfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"436",436,"Larimus fasciatus","Banded drum","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"437",437,"Leiolambrus nitidus","White elbow crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"438",438,"Leiostomus xanthurus","Spot","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"439",439,"Lepophidium brevibarbe","Blackedge cusk-eel","Ophidiiformes (Cusk eels) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"440",440,"Lepophidium jeannae","Mottled cusk-eel","Ophidiiformes (Cusk eels) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"441",441,"Lolliguncula brevis","Atlantic brief squid","Cephalopoda (squid, octopus)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"442",442,"Luidia alternata","Banded sea star","Asteroidea (starfishes) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"443",443,"Luidia clathrata","Lined sea star","Asteroidea (starfishes) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"444",444,"Luidia lawrencei",NA,"Asteroidea (starfishes) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"445",445,"Lutjanus campechanus","Red snapper","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","US East Coast","Southeast","","","Not for IDW"
"446",446,"Lutjanus campechanus","Red snapper","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","NMFS/Rutgers IDW Interpolation"
"447",447,"Lutjanus griseus","Gray snapper","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","NMFS/Rutgers IDW Interpolation"
"448",448,"Lutjanus synagris","Lane snapper","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","NMFS/Rutgers IDW Interpolation"
"449",449,"Lytechinus variegatus","Variegated sea urchin","Echinoidea (sea urchins, sand dollars) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"450",450,"Lytechinus variegatus carolinus",NA,"Echinoidea (sea urchins, sand dollars) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"451",451,"Menticirrhus americanus","Southern kingfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"452",452,"Metapenaeopsis goodei","Caribbean velvet shrimp","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"453",453,"Micropogonias undulatus","Atlantic croaker","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"454",454,"Mithrax pleuracanthus","Shaggy clinging crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"455",455,"Monacanthus ciliatus","Fringed filefish","Tetraodontiformes (puffers and filefishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"456",456,"Moreiradromia antillensis","Hairy sponge crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"457",457,"Mullus auratus","Red goatfish","Mulliformes (Goatfishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"458",458,"Myropsis quinquespinosa","Fivespine purse crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"459",459,"Nicholsina usta","Emerald parrotfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"460",460,"Octopus joubini","Atlantic pygmy octopus","Cephalopoda (squid, octopus)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"461",461,"Octopus vulgaris","Common octopus","Cephalopoda (squid, octopus)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"462",462,"Ogcocephalus corniger","Longnose batfish","Lophiiformes (Anglerfishes)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"463",463,"Ogcocephalus cubifrons",NA,"Lophiiformes (Anglerfishes)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"464",464,"Ogcocephalus declivirostris","Slantbrow batfish","Lophiiformes (Anglerfishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"465",465,"Ogcocephalus pantostictus","Spotted batfish","Lophiiformes (Anglerfishes)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"466",466,"Ogcocephalus parvus","Roughback batfish","Lophiiformes (Anglerfishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"467",467,"Ogcocephalus radiatus","Polka-dot batfish","Lophiiformes (Anglerfishes)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"468",468,"Ophidion antipholus","Longnose cusk-eel","Ophidiiformes (Cusk eels) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"469",469,"Ophidion holbrookii","Bank cusk-eel","Ophidiiformes (Cusk eels) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"470",470,"Ophiolepis elegans","Elegant brittle star","Ophiuroidea (brittle stars)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"471",471,"Ophiothrix (Ophiothrix) angulata","Angular brittle star","Ophiuroidea (brittle stars)","Alaska","Gulf of Mexico","","","Not for IDW"
"472",472,"Opisthonema oglinum","Atlantic thread herring","Clupeiformes (Herrings, anchovy, shad)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"473",473,"Orthopristis chrysoptera","Pigfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"474",474,"Ovalipes floridanus","Florida lady crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"475",475,"Pagrus pagrus","Red porgy","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"476",476,"Paguristes sericeus","Blue-eyed hermit","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"477",477,"Paralichthys albigutta","Gulf flounder","Pleuronectiformes (Flatfishes) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"478",478,"Paralichthys lethostigma","Southern flounder","Pleuronectiformes (Flatfishes) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"479",479,"Parapenaeus politus","Rose shrimp","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"480",480,"Pareques umbrosus","Cubbyu","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"481",481,"Penaeus aztecus","Brown shrimp","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","GMFMC","Shrimp Fishery of the Gulf of Mexico","NMFS/Rutgers IDW Interpolation"
"482",482,"Penaeus aztecus","Brown shrimp","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","GSMFC","Interstate Fishery Management Plan ","NMFS/Rutgers IDW Interpolation"
"483",483,"Penaeus duorarum","Pink shrimp","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","GMFMC","Shrimp Fishery of the Gulf of Mexico","NMFS/Rutgers IDW Interpolation"
"484",484,"Penaeus duorarum","Pink shrimp","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","GSMFC","Interstate Fishery Management Plan ","NMFS/Rutgers IDW Interpolation"
"485",485,"Penaeus setiferus","Northern white shrimp","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","GMFMC","Shrimp Fishery of the Gulf of Mexico","NMFS/Rutgers IDW Interpolation"
"486",486,"Penaeus setiferus","Northern white shrimp","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","GSMFC","Interstate Fishery Management Plan ","NMFS/Rutgers IDW Interpolation"
"487",487,"Peprilus burti","Gulf butterfish","Scombriformes (Mackerels)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"488",488,"Peprilus paru","Harvestfish","Scombriformes (Mackerels)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"489",489,"Pitarenus cordatus","Corded pitar","Bivalvia (clams, muscles, oyster, arks, etc)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"490",490,"Platylambrus granulatus","Bladetooth elbow crab","Decapoda (Crabs/Lobster/Shrimp)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"491",491,"Polydactylus octonemus","Atlantic threadfin","Carangaria/misc (barracuda, threadfins)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"492",492,"Polystira albida","White giant-turris","Gastropoda (sea snails and slugs)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"493",493,"Porichthys plectrodon","Atlantic midshipman","Batrachoidiformes (Toadfishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"494",494,"Priacanthus arenatus","Atlantic bigeye","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"495",495,"Prionotus alatus","Spiny searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"496",496,"Prionotus longispinosus","Bigeye searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"497",497,"Prionotus martis","Gulf of mexico barred searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"498",498,"Prionotus ophryas","Bandtail searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"499",499,"Prionotus paralatus","Mexican searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"500",500,"Prionotus roseus","Bluespotted searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"501",501,"Prionotus rubio","Blackwing searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"502",502,"Prionotus scitulus","Leopard searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"503",503,"Prionotus stearnsi","Shortwing searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","Gulf of Mexico","Gulf of Mexico","","","NMFS/Rutgers IDW Interpolation"
"504",504,"Prionotus tribulus","Bighead searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
"505",505,"Pristigenys alta","Short bigeye","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ","Gulf of Mexico","Gulf of Mexico","","","Not for IDW"
